----------------------------------------------------------------------
Process log
Log file created at : Sun Nov 17 17:48:28 2024
----------------------------------------------------------------------
{'name': 'kernel_task', 'pid': 0, 'username': 'root'} 
{'name': 'WardaSynthesizer_x86_64', 'pid': 744, 'username': 'geetahade'} 
{'name': 'com.apple.audio.SandboxHelper', 'pid': 745, 'username': 'geetahade'} 
{'name': 'voicebankingd', 'pid': 746, 'username': 'geetahade'} 
{'name': 'com.apple.NRD.Up', 'pid': 747, 'username': 'root'} 
{'name': 'com.apple.audio.SandboxHelper', 'pid': 748, 'username': 'geetahade'} 
{'name': 'com.apple.SiriTTSService.TrialProxy', 'pid': 749, 'username': 'geetahade'} 
{'name': 'com.apple.SiriTTSService.TrialProxy', 'pid': 750, 'username': 'geetahade'} 
{'name': 'assistant_service', 'pid': 751, 'username': 'geetahade'} 
{'name': 'com.apple.audio.SandboxHelper', 'pid': 752, 'username': 'geetahade'} 
{'name': 'com.apple.SiriTTSService.TrialProxy', 'pid': 753, 'username': 'geetahade'} 
{'name': 'nsattributedstri', 'pid': 754, 'username': '_softwareupdate'} 
{'name': 'com.apple.hiserv', 'pid': 755, 'username': '_softwareupdate'} 
{'name': 'cfprefsd', 'pid': 756, 'username': '_softwareupdate'} 
{'name': 'com.apple.access', 'pid': 758, 'username': '_softwareupdate'} 
{'name': 'nsattributedstringagent', 'pid': 760, 'username': 'geetahade'} 
{'name': 'com.apple.accessibility.mediaaccessibilityd', 'pid': 762, 'username': 'geetahade'} 
{'name': 'IOUserBluetoothS', 'pid': 766, 'username': '_driverkit'} 
{'name': 'IOUserBluetoothS', 'pid': 767, 'username': '_driverkit'} 
{'name': 'IOUserBluetoothS', 'pid': 768, 'username': '_driverkit'} 
{'name': 'AssetCacheTether', 'pid': 779, 'username': 'root'} 
{'name': 'linkd', 'pid': 780, 'username': 'geetahade'} 
{'name': 'extensionkitservice', 'pid': 781, 'username': 'geetahade'} 
{'name': 'MailShortcutsExtension', 'pid': 782, 'username': 'geetahade'} 
{'name': 'SafariLinkExtension', 'pid': 783, 'username': 'geetahade'} 
{'name': 'CalendarFocusConfigurationExtension', 'pid': 784, 'username': 'geetahade'} 
{'name': 'MessagesActionExtension', 'pid': 785, 'username': 'geetahade'} 
{'name': 'QuickLookSatellite', 'pid': 786, 'username': 'geetahade'} 
{'name': 'com.apple.audio.', 'pid': 787, 'username': 'root'} 
{'name': 'com.apple.audio.SandboxHelper', 'pid': 788, 'username': 'geetahade'} 
{'name': 'audiomxd', 'pid': 789, 'username': '_audiomxd'} 
{'name': 'XprotectService', 'pid': 792, 'username': 'geetahade'} 
{'name': 'storekitagent', 'pid': 794, 'username': 'geetahade'} 
{'name': 'AppleSpell', 'pid': 796, 'username': 'geetahade'} 
{'name': 'colorsync.useragent', 'pid': 797, 'username': 'geetahade'} 
{'name': 'keyboardservicesd', 'pid': 798, 'username': 'geetahade'} 
{'name': 'com.apple.ColorSyncXPCAgent', 'pid': 799, 'username': 'geetahade'} 
{'name': 'naturallanguaged', 'pid': 813, 'username': 'geetahade'} 
{'name': 'mdworker', 'pid': 824, 'username': 'geetahade'} 
{'name': 'remotemanagement', 'pid': 829, 'username': '_rmd'} 
{'name': 'online-auth-agen', 'pid': 831, 'username': 'root'} 
{'name': 'devicecheckd', 'pid': 833, 'username': 'geetahade'} 
{'name': 'distnoted', 'pid': 836, 'username': '_rmd'} 
{'name': 'SecuritySubscrib', 'pid': 837, 'username': '_rmd'} 
{'name': 'InteractiveLegac', 'pid': 839, 'username': '_rmd'} 
{'name': 'ScreenSharingSub', 'pid': 846, 'username': '_rmd'} 
{'name': 'storeaccountd', 'pid': 847, 'username': 'geetahade'} 
{'name': 'LegacyProfilesSu', 'pid': 854, 'username': '_rmd'} 
{'name': 'PasscodeSettings', 'pid': 857, 'username': '_rmd'} 
{'name': 'AccountSubscribe', 'pid': 858, 'username': '_rmd'} 
{'name': 'SoftwareUpdateSu', 'pid': 859, 'username': '_rmd'} 
{'name': 'ManagementTestSu', 'pid': 860, 'username': '_rmd'} 
{'name': 'ManagedConfigura', 'pid': 861, 'username': '_rmd'} 
{'name': 'ASConfigurationS', 'pid': 862, 'username': '_rmd'} 
{'name': 'SiriNCService', 'pid': 868, 'username': 'geetahade'} 
{'name': 'SafariBookmarksSyncAgent', 'pid': 873, 'username': 'geetahade'} 
{'name': 'dataaccessd', 'pid': 874, 'username': 'geetahade'} 
{'name': 'peopled', 'pid': 875, 'username': 'geetahade'} 
{'name': 'proactived', 'pid': 876, 'username': 'geetahade'} 
{'name': 'tzd', 'pid': 880, 'username': 'root'} 
{'name': 'fairplaydeviceid', 'pid': 881, 'username': '_fpsd'} 
{'name': 'powerdatad', 'pid': 883, 'username': 'root'} 
{'name': 'mlhostd', 'pid': 916, 'username': 'geetahade'} 
{'name': 'liquiddetectiond', 'pid': 917, 'username': 'root'} 
{'name': 'ASPCarryLog', 'pid': 918, 'username': 'root'} 
{'name': 'betaenrollmentd', 'pid': 964, 'username': 'geetahade'} 
{'name': 'fbahelperd', 'pid': 966, 'username': 'root'} 
{'name': 'VTEncoderXPCService', 'pid': 967, 'username': 'geetahade'} 
{'name': 'AuthenticationServicesAgent', 'pid': 968, 'username': 'geetahade'} 
{'name': 'PasswordBreachAgent', 'pid': 970, 'username': 'geetahade'} 
{'name': 'keychainsharingmessagingd', 'pid': 972, 'username': 'geetahade'} 
{'name': 'EscrowSecurityAlert', 'pid': 973, 'username': 'geetahade'} 
{'name': 'MTLCompilerService', 'pid': 1004, 'username': 'geetahade'} 
{'name': 'ThemeWidgetControlViewService', 'pid': 1005, 'username': 'geetahade'} 
{'name': 'PlugInLibraryService', 'pid': 1010, 'username': 'geetahade'} 
{'name': 'Electron', 'pid': 1011, 'username': 'geetahade'} 
{'name': 'PlugInLibraryService', 'pid': 1012, 'username': 'geetahade'} 
{'name': 'chrome_crashpad_handler', 'pid': 1014, 'username': 'geetahade'} 
{'name': 'Code Helper (GPU)', 'pid': 1015, 'username': 'geetahade'} 
{'name': 'Code Helper', 'pid': 1016, 'username': 'geetahade'} 
{'name': 'MTLAssetUpgraderD', 'pid': 1017, 'username': 'geetahade'} 
{'name': 'CVMServer', 'pid': 1018, 'username': 'root'} 
{'name': 'Code Helper', 'pid': 1042, 'username': 'geetahade'} 
{'name': 'Code Helper', 'pid': 1056, 'username': 'geetahade'} 
{'name': 'com.apple.appkit.xpc.openAndSavePanelService', 'pid': 1139, 'username': 'geetahade'} 
{'name': 'QuickLookUIService', 'pid': 1140, 'username': 'geetahade'} 
{'name': 'homeenergyd', 'pid': 1145, 'username': 'geetahade'} 
{'name': 'PerfPowerTelemet', 'pid': 1150, 'username': 'root'} 
{'name': 'printtool', 'pid': 1276, 'username': 'geetahade'} 
{'name': 'CSExattrCryptoService', 'pid': 1400, 'username': 'geetahade'} 
{'name': 'CGPDFService', 'pid': 1401, 'username': 'geetahade'} 
{'name': 'MTLCompilerService', 'pid': 1402, 'username': 'geetahade'} 
{'name': 'MTLCompilerService', 'pid': 1403, 'username': 'geetahade'} 
{'name': 'ShareSheetUI', 'pid': 1412, 'username': 'geetahade'} 
{'name': 'CSExattrCryptoService', 'pid': 1413, 'username': 'geetahade'} 
{'name': 'com.apple.appkit.xpc.openAndSavePanelService', 'pid': 1414, 'username': 'geetahade'} 
{'name': 'QuickLookUIService', 'pid': 1415, 'username': 'geetahade'} 
{'name': 'CSExattrCryptoService', 'pid': 1448, 'username': 'geetahade'} 
{'name': 'com.apple.SafariServices', 'pid': 1451, 'username': 'geetahade'} 
{'name': 'com.apple.Safari.SafeBrowsing.Service', 'pid': 1454, 'username': 'geetahade'} 
{'name': 'webprivacyd', 'pid': 1455, 'username': 'geetahade'} 
{'name': 'Google Chrome Helper', 'pid': 1545, 'username': 'geetahade'} 
{'name': 'com.apple.audio.SandboxHelper', 'pid': 1546, 'username': 'geetahade'} 
{'name': 'coreautha', 'pid': 1613, 'username': 'geetahade'} 
{'name': 'ciphermld', 'pid': 1615, 'username': 'geetahade'} 
{'name': 'XProtect', 'pid': 1616, 'username': 'root'} 
{'name': 'metrickitd', 'pid': 1618, 'username': 'geetahade'} 
{'name': 'IMAutomaticHistoryDeletionAgent', 'pid': 1619, 'username': 'geetahade'} 
{'name': 'XProtect', 'pid': 1623, 'username': 'geetahade'} 
{'name': 'extensionkitservice', 'pid': 1626, 'username': 'geetahade'} 
{'name': 'XprotectService', 'pid': 1627, 'username': 'root'} 
{'name': 'com.apple.mlhost.TelemetryWorker', 'pid': 1628, 'username': 'geetahade'} 
{'name': 'ospredictiond', 'pid': 1659, 'username': 'root'} 
{'name': 'AssetCacheManage', 'pid': 1682, 'username': 'root'} 
{'name': 'AssetCache', 'pid': 1685, 'username': '_assetcache'} 
{'name': 'distnoted', 'pid': 1686, 'username': '_assetcache'} 
{'name': 'com.apple.ifdrea', 'pid': 1697, 'username': 'root'} 
{'name': 'userfsd', 'pid': 1702, 'username': 'root'} 
{'name': 'UVFSService', 'pid': 1703, 'username': 'root'} 
{'name': 'userfs_helper', 'pid': 1704, 'username': 'root'} 
{'name': 'fskitd', 'pid': 1706, 'username': 'root'} 
{'name': 'DockHelper', 'pid': 1721, 'username': 'geetahade'} 
{'name': 'QuickTime Player', 'pid': 1722, 'username': 'geetahade'} 
{'name': 'com.apple.audio.SandboxHelper', 'pid': 1723, 'username': 'geetahade'} 
{'name': 'com.apple.appkit.xpc.openAndSavePanelService', 'pid': 1724, 'username': 'geetahade'} 
{'name': 'QuickLookUIService', 'pid': 1725, 'username': 'geetahade'} 
{'name': 'ThemeWidgetControlViewService', 'pid': 1726, 'username': 'geetahade'} 
{'name': 'ThemeWidgetControlViewService', 'pid': 1758, 'username': 'geetahade'} 
{'name': 'PlugInLibraryService', 'pid': 1801, 'username': 'geetahade'} 
{'name': 'Code Helper (Renderer)', 'pid': 1802, 'username': 'geetahade'} 
{'name': 'Code Helper', 'pid': 1803, 'username': 'geetahade'} 
{'name': 'Code Helper (Plugin)', 'pid': 1804, 'username': 'geetahade'} 
{'name': 'UserNotificationCenter', 'pid': 1819, 'username': 'geetahade'} 
{'name': 'pet', 'pid': 1823, 'username': 'geetahade'} 
{'name': 'Code Helper (Plugin)', 'pid': 1827, 'username': 'geetahade'} 
{'name': 'zsh', 'pid': 1828, 'username': 'geetahade'} 
{'name': 'mediaanalysisd', 'pid': 1875, 'username': 'geetahade'} 
{'name': 'translationd', 'pid': 1876, 'username': 'geetahade'} 
{'name': 'ThemeWidgetControlViewService', 'pid': 1877, 'username': 'geetahade'} 
{'name': 'ThemeWidgetControlViewService', 'pid': 1878, 'username': 'geetahade'} 
{'name': 'OSDUIHelper', 'pid': 1881, 'username': 'geetahade'} 
{'name': 'login', 'pid': 1922, 'username': 'geetahade'} 
{'name': 'zsh', 'pid': 1923, 'username': 'geetahade'} 
{'name': 'PrintUITool', 'pid': 1985, 'username': 'geetahade'} 
{'name': 'ThemeWidgetControlViewService', 'pid': 1987, 'username': 'geetahade'} 
{'name': 'ThumbnailExtension_macOS', 'pid': 1995, 'username': 'geetahade'} 
{'name': 'Python', 'pid': 1997, 'username': 'geetahade'} 
{'name': 'Python', 'pid': 1998, 'username': 'geetahade'} 
{'name': 'ThemeWidgetControlViewService', 'pid': 2058, 'username': 'geetahade'} 
{'name': 'Python', 'pid': 2076, 'username': 'geetahade'} 
{'name': 'python3.12', 'pid': 2164, 'username': 'geetahade'} 
{'name': 'mdworker_shared', 'pid': 2178, 'username': 'geetahade'} 
{'name': 'python3.12', 'pid': 2184, 'username': 'geetahade'} 
----------------------------------------------------------------------
----------------------------------------------------------------------
Process log
Log file created at : Sun Nov 17 17:49:28 2024
----------------------------------------------------------------------
{'name': 'kernel_task', 'pid': 0, 'username': 'root'} 
{'name': 'launchd', 'pid': 1, 'username': 'root'} 
{'name': 'logd', 'pid': 85, 'username': 'root'} 
{'name': 'smd', 'pid': 86, 'username': 'root'} 
{'name': 'UserEventAgent', 'pid': 87, 'username': 'root'} 
{'name': 'uninstalld', 'pid': 89, 'username': 'root'} 
{'name': 'fseventsd', 'pid': 90, 'username': 'root'} 
{'name': 'mediaremoted', 'pid': 91, 'username': 'root'} 
{'name': 'systemstats', 'pid': 94, 'username': 'root'} 
{'name': 'configd', 'pid': 97, 'username': 'root'} 
{'name': 'endpointsecurity', 'pid': 98, 'username': 'root'} 
{'name': 'powerd', 'pid': 99, 'username': 'root'} 
{'name': 'IOMFB_bics_daemo', 'pid': 100, 'username': 'root'} 
{'name': 'biomed', 'pid': 101, 'username': '_biome'} 
{'name': 'amfid', 'pid': 103, 'username': 'root'} 
{'name': 'remoted', 'pid': 105, 'username': 'root'} 
{'name': 'keybagd', 'pid': 107, 'username': 'root'} 
{'name': 'softwareupdated', 'pid': 108, 'username': '_softwareupdate'} 
{'name': 'watchdogd', 'pid': 110, 'username': 'root'} 
{'name': 'mds', 'pid': 114, 'username': 'root'} 
{'name': 'iconservicesd', 'pid': 115, 'username': '_iconservices'} 
{'name': 'kernelmanagerd', 'pid': 116, 'username': 'root'} 
{'name': 'diskarbitrationd', 'pid': 117, 'username': 'root'} 
{'name': 'coreduetd', 'pid': 120, 'username': 'root'} 
{'name': 'syslogd', 'pid': 121, 'username': 'root'} 
{'name': 'thermalmonitord', 'pid': 124, 'username': 'root'} 
{'name': 'opendirectoryd', 'pid': 125, 'username': 'root'} 
{'name': 'apsd', 'pid': 126, 'username': 'root'} 
{'name': 'launchservicesd', 'pid': 127, 'username': 'root'} 
{'name': 'timed', 'pid': 128, 'username': '_timed'} 
{'name': 'usbmuxd', 'pid': 129, 'username': '_usbmuxd'} 
{'name': 'securityd', 'pid': 130, 'username': 'root'} 
{'name': 'locationd', 'pid': 132, 'username': '_locationd'} 
{'name': 'autofsd', 'pid': 134, 'username': 'root'} 
{'name': 'dasd', 'pid': 135, 'username': 'root'} 
{'name': 'kdc', 'pid': 136, 'username': 'root'} 
{'name': 'distnoted', 'pid': 138, 'username': '_distnote'} 
{'name': 'AppleCredentialM', 'pid': 139, 'username': 'root'} 
{'name': 'PerfPowerService', 'pid': 140, 'username': 'root'} 
{'name': 'dirhelper', 'pid': 141, 'username': 'root'} 
{'name': 'logind', 'pid': 142, 'username': 'root'} 
{'name': 'revisiond', 'pid': 143, 'username': 'root'} 
{'name': 'KernelEventAgent', 'pid': 144, 'username': 'root'} 
{'name': 'usermanagerd', 'pid': 145, 'username': 'root'} 
{'name': 'notifyd', 'pid': 148, 'username': 'root'} 
{'name': 'sandboxd', 'pid': 149, 'username': 'root'} 
{'name': 'corebrightnessd', 'pid': 150, 'username': 'root'} 
{'name': 'AirPlayXPCHelper', 'pid': 151, 'username': 'root'} 
{'name': 'com.apple.cmio.r', 'pid': 152, 'username': 'root'} 
{'name': 'WindowServer', 'pid': 153, 'username': 'root'} 
{'name': 'cfprefsd', 'pid': 154, 'username': 'root'} 
{'name': 'tccd', 'pid': 155, 'username': 'root'} 
{'name': 'aslmanager', 'pid': 156, 'username': 'root'} 
{'name': 'loginwindow', 'pid': 157, 'username': 'root'} 
{'name': 'runningboardd', 'pid': 158, 'username': 'root'} 
{'name': 'lsd', 'pid': 159, 'username': 'root'} 
{'name': 'contextstored', 'pid': 162, 'username': 'root'} 
{'name': 'coreservicesd', 'pid': 164, 'username': 'root'} 
{'name': 'airportd', 'pid': 169, 'username': 'root'} 
{'name': 'analyticsd', 'pid': 187, 'username': '_analyticsd'} 
{'name': 'coreaudiod', 'pid': 188, 'username': '_coreaudiod'} 
{'name': 'backupd-helper', 'pid': 190, 'username': 'root'} 
{'name': 'PowerUIAgent', 'pid': 191, 'username': 'root'} 
{'name': 'mDNSResponder', 'pid': 197, 'username': '_mdnsresponder'} 
{'name': 'trustd', 'pid': 198, 'username': '_trustd'} 
{'name': 'systemstatusd', 'pid': 204, 'username': 'root'} 
{'name': 'csnameddatad', 'pid': 205, 'username': 'root'} 
{'name': 'apfsd', 'pid': 207, 'username': 'root'} 
{'name': 'nsurlsessiond', 'pid': 208, 'username': '_nsurlsessiond'} 
{'name': 'nehelper', 'pid': 209, 'username': 'root'} 
{'name': 'usbd', 'pid': 210, 'username': 'root'} 
{'name': 'biometrickitd', 'pid': 211, 'username': 'root'} 
{'name': 'trustdFileHelper', 'pid': 212, 'username': 'root'} 
{'name': 'hidd', 'pid': 214, 'username': '_hidd'} 
{'name': 'distnoted', 'pid': 215, 'username': 'root'} 
{'name': 'containermanager', 'pid': 216, 'username': 'root'} 
{'name': 'distnoted', 'pid': 220, 'username': '_windowserver'} 
{'name': 'secinitd', 'pid': 223, 'username': 'root'} 
{'name': 'distnoted', 'pid': 225, 'username': '_coreaudiod'} 
{'name': 'cryptexd', 'pid': 226, 'username': 'root'} 
{'name': 'mobileassetd', 'pid': 227, 'username': 'root'} 
{'name': 'com.apple.audio.', 'pid': 231, 'username': '_coreaudiod'} 
{'name': 'AudioComponentRe', 'pid': 235, 'username': 'root'} 
{'name': 'authd', 'pid': 236, 'username': 'root'} 
{'name': 'com.apple.audio.', 'pid': 237, 'username': '_coreaudiod'} 
{'name': 'audioclocksyncd', 'pid': 239, 'username': 'root'} 
{'name': 'PlugInLibrarySer', 'pid': 244, 'username': 'root'} 
{'name': 'symptomsd', 'pid': 245, 'username': '_networkd'} 
{'name': 'findmydeviced', 'pid': 246, 'username': 'root'} 
{'name': 'mDNSResponderHel', 'pid': 252, 'username': 'root'} 
{'name': 'colorsync.displa', 'pid': 253, 'username': 'root'} 
{'name': 'com.apple.ColorS', 'pid': 254, 'username': 'root'} 
{'name': 'colorsyncd', 'pid': 255, 'username': 'root'} 
{'name': 'distnoted', 'pid': 256, 'username': '_cmiodalassistants'} 
{'name': 'sysextd', 'pid': 257, 'username': 'root'} 
{'name': 'logd_helper', 'pid': 260, 'username': 'root'} 
{'name': 'backgroundtaskma', 'pid': 261, 'username': 'root'} 
{'name': 'com.apple.CodeSi', 'pid': 263, 'username': 'root'} 
{'name': 'audioanalyticsd', 'pid': 264, 'username': 'root'} 
{'name': 'ZhuGeService', 'pid': 265, 'username': '_coreaudiod'} 
{'name': 'XProtectPluginSe', 'pid': 285, 'username': 'root'} 
{'name': 'storagekitd', 'pid': 290, 'username': 'root'} 
{'name': 'securityd_system', 'pid': 291, 'username': 'root'} 
{'name': 'appleeventsd', 'pid': 294, 'username': '_appleevents'} 
{'name': 'WirelessRadioMan', 'pid': 295, 'username': 'root'} 
{'name': 'findmybeaconingd', 'pid': 297, 'username': 'root'} 
{'name': 'appleh13camerad', 'pid': 298, 'username': '_cmiodalassistants'} 
{'name': 'cameracaptured', 'pid': 299, 'username': '_cmiodalassistants'} 
{'name': 'distnoted', 'pid': 300, 'username': '_locationd'} 
{'name': 'UVCAssistant', 'pid': 301, 'username': '_cmiodalassistants'} 
{'name': 'backupd', 'pid': 304, 'username': 'root'} 
{'name': 'secinitd', 'pid': 305, 'username': '_locationd'} 
{'name': 'bootinstalld', 'pid': 306, 'username': 'root'} 
{'name': 'PerfPowerTelemet', 'pid': 307, 'username': 'root'} 
{'name': 'cfprefsd', 'pid': 308, 'username': '_locationd'} 
{'name': 'trustd', 'pid': 311, 'username': '_locationd'} 
{'name': 'syspolicyd', 'pid': 315, 'username': 'root'} 
{'name': 'softwareupdated', 'pid': 316, 'username': '_softwareupdate'} 
{'name': 'symptomsd-diag', 'pid': 320, 'username': 'root'} 
{'name': 'distnoted', 'pid': 322, 'username': '_softwareupdate'} 
{'name': 'suhelperd', 'pid': 325, 'username': 'root'} 
{'name': 'distnoted', 'pid': 332, 'username': 'nobody'} 
{'name': 'mds_stores', 'pid': 333, 'username': 'root'} 
{'name': 'rtcreportingd', 'pid': 338, 'username': 'root'} 
{'name': 'iconservicesagen', 'pid': 340, 'username': 'root'} 
{'name': 'com.apple.Driver', 'pid': 341, 'username': '_driverkit'} 
{'name': 'com.apple.AppleU', 'pid': 342, 'username': '_driverkit'} 
{'name': 'wifip2pd', 'pid': 343, 'username': 'root'} 
{'name': 'sharedfilelistd', 'pid': 344, 'username': 'root'} 
{'name': 'distnoted', 'pid': 345, 'username': '_appleevents'} 
{'name': 'com.apple.Accoun', 'pid': 346, 'username': 'root'} 
{'name': 'WiFiCloudAssetsX', 'pid': 347, 'username': 'root'} 
{'name': 'coreauthd', 'pid': 348, 'username': 'root'} 
{'name': 'distnoted', 'pid': 351, 'username': '_spotlight'} 
{'name': 'com.apple.Mobile', 'pid': 352, 'username': 'root'} 
{'name': 'ctkahp', 'pid': 353, 'username': 'root'} 
{'name': 'ctkd', 'pid': 357, 'username': '_ctkd'} 
{'name': 'com.apple.geod', 'pid': 358, 'username': '_cmiodalassistants'} 
{'name': 'secinitd', 'pid': 359, 'username': '_cmiodalassistants'} 
{'name': 'distnoted', 'pid': 360, 'username': '_accessoryupdater'} 
{'name': 'searchpartyd', 'pid': 361, 'username': 'root'} 
{'name': 'cfprefsd', 'pid': 367, 'username': '_cmiodalassistants'} 
{'name': 'trustd', 'pid': 369, 'username': '_cmiodalassistants'} 
{'name': 'containermanager', 'pid': 371, 'username': '_cmiodalassistants'} 
{'name': 'systemsoundserve', 'pid': 372, 'username': 'root'} 
{'name': 'wifianalyticsd', 'pid': 373, 'username': 'root'} 
{'name': 'com.apple.Mobile', 'pid': 375, 'username': 'root'} 
{'name': 'xpcroleaccountd', 'pid': 376, 'username': 'root'} 
{'name': 'countryd', 'pid': 377, 'username': 'root'} 
{'name': 'eligibilityd', 'pid': 378, 'username': 'root'} 
{'name': 'sysmond', 'pid': 382, 'username': 'root'} 
{'name': 'systemstats', 'pid': 383, 'username': 'root'} 
{'name': 'distnoted', 'pid': 384, 'username': '_nsurlsessiond'} 
{'name': 'captiveagent', 'pid': 386, 'username': '_captiveagent'} 
{'name': 'netbiosd', 'pid': 388, 'username': '_netbios'} 
{'name': 'siriinferenced', 'pid': 394, 'username': 'root'} 
{'name': 'distnoted', 'pid': 398, 'username': 'geetahade'} 
{'name': 'cfprefsd', 'pid': 411, 'username': 'geetahade'} 
{'name': 'lsd', 'pid': 412, 'username': 'geetahade'} 
{'name': 'csnameddatad', 'pid': 413, 'username': 'geetahade'} 
{'name': 'secd', 'pid': 414, 'username': 'geetahade'} 
{'name': 'XProtectBridgeSe', 'pid': 416, 'username': 'root'} 
{'name': 'mdbulkimport', 'pid': 427, 'username': '_spotlight'} 
{'name': 'mdbulkimport', 'pid': 428, 'username': 'geetahade'} 
{'name': 'pkd', 'pid': 429, 'username': 'geetahade'} 
{'name': 'trustd', 'pid': 430, 'username': '_spotlight'} 
{'name': 'containermanagerd', 'pid': 431, 'username': 'geetahade'} 
{'name': 'trustd', 'pid': 435, 'username': 'geetahade'} 
{'name': 'GSSCred', 'pid': 437, 'username': 'root'} 
{'name': 'securityd_servic', 'pid': 442, 'username': 'root'} 
{'name': 'nesessionmanager', 'pid': 443, 'username': 'root'} 
{'name': 'corekdld', 'pid': 444, 'username': 'root'} 
{'name': 'TrustedPeersHelper', 'pid': 445, 'username': 'geetahade'} 
{'name': 'UserEventAgent', 'pid': 446, 'username': 'geetahade'} 
{'name': 'gamecontrollerd', 'pid': 447, 'username': '_gamecontrollerd'} 
{'name': 'seld', 'pid': 448, 'username': '_applepay'} 
{'name': 'knowledge-agent', 'pid': 450, 'username': 'geetahade'} 
{'name': 'CoreServicesUIAgent', 'pid': 451, 'username': 'geetahade'} 
{'name': 'universalaccessd', 'pid': 452, 'username': 'geetahade'} 
{'name': 'pboard', 'pid': 453, 'username': 'geetahade'} 
{'name': 'cloudd', 'pid': 454, 'username': 'geetahade'} 
{'name': 'com.apple.sbd', 'pid': 455, 'username': 'geetahade'} 
{'name': 'ContinuityCaptureAgent', 'pid': 456, 'username': 'geetahade'} 
{'name': 'CommCenter', 'pid': 457, 'username': 'geetahade'} 
{'name': 'rapportd', 'pid': 458, 'username': 'geetahade'} 
{'name': 'nsurlsessiond', 'pid': 459, 'username': 'geetahade'} 
{'name': 'APFSUserAgent', 'pid': 460, 'username': 'geetahade'} 
{'name': 'usernoted', 'pid': 461, 'username': 'geetahade'} 
{'name': 'routined', 'pid': 462, 'username': 'geetahade'} 
{'name': 'Preview', 'pid': 464, 'username': 'geetahade'} 
{'name': 'tccd', 'pid': 465, 'username': 'geetahade'} 
{'name': 'talagent', 'pid': 466, 'username': 'geetahade'} 
{'name': 'WindowManager', 'pid': 467, 'username': 'geetahade'} 
{'name': 'secinitd', 'pid': 468, 'username': 'geetahade'} 
{'name': 'ContextStoreAgent', 'pid': 469, 'username': 'geetahade'} 
{'name': 'usernotificationsd', 'pid': 470, 'username': 'geetahade'} 
{'name': 'CoreLocationAgent', 'pid': 471, 'username': 'geetahade'} 
{'name': 'callservicesd', 'pid': 472, 'username': 'geetahade'} 
{'name': 'syncdefaultsd', 'pid': 473, 'username': 'geetahade'} 
{'name': 'accountsd', 'pid': 474, 'username': 'geetahade'} 
{'name': 'identityservicesd', 'pid': 475, 'username': 'geetahade'} 
{'name': 'WiFiAgent', 'pid': 476, 'username': 'geetahade'} 
{'name': 'com.apple.hiservices-xpcservice', 'pid': 477, 'username': 'geetahade'} 
{'name': 'ARDAgent', 'pid': 478, 'username': 'geetahade'} 
{'name': 'fileproviderd', 'pid': 479, 'username': 'geetahade'} 
{'name': 'networkserviceproxy', 'pid': 480, 'username': 'geetahade'} 
{'name': 'Google Chrome', 'pid': 481, 'username': 'geetahade'} 
{'name': 'awdd', 'pid': 482, 'username': 'root'} 
{'name': 'transparencyd', 'pid': 483, 'username': 'geetahade'} 
{'name': 'ctkd', 'pid': 484, 'username': 'geetahade'} 
{'name': 'coreauthd', 'pid': 486, 'username': 'geetahade'} 
{'name': 'sharingd', 'pid': 487, 'username': 'geetahade'} 
{'name': 'donotdisturbd', 'pid': 488, 'username': 'geetahade'} 
{'name': 'deleted', 'pid': 489, 'username': 'geetahade'} 
{'name': 'NotificationCenter', 'pid': 490, 'username': 'geetahade'} 
{'name': 'akd', 'pid': 491, 'username': 'geetahade'} 
{'name': 'Terminal', 'pid': 492, 'username': 'geetahade'} 
{'name': 'Dock', 'pid': 493, 'username': 'geetahade'} 
{'name': 'ControlCenter', 'pid': 494, 'username': 'geetahade'} 
{'name': 'SystemUIServer', 'pid': 495, 'username': 'geetahade'} 
{'name': 'Finder', 'pid': 496, 'username': 'geetahade'} 
{'name': 'chronod', 'pid': 499, 'username': 'geetahade'} 
{'name': 'dmd', 'pid': 500, 'username': 'geetahade'} 
{'name': 'WallpaperAgent', 'pid': 501, 'username': 'geetahade'} 
{'name': 'filecoordination', 'pid': 502, 'username': 'root'} 
{'name': 'imklaunchagent', 'pid': 503, 'username': 'geetahade'} 
{'name': 'siriactionsd', 'pid': 504, 'username': 'geetahade'} 
{'name': 'QuickLookUIService', 'pid': 505, 'username': 'geetahade'} 
{'name': 'familycircled', 'pid': 506, 'username': 'geetahade'} 
{'name': 'ViewBridgeAuxiliary', 'pid': 507, 'username': 'geetahade'} 
{'name': 'bird', 'pid': 508, 'username': 'geetahade'} 
{'name': 'calaccessd', 'pid': 509, 'username': 'geetahade'} 
{'name': 'StatusKitAgent', 'pid': 510, 'username': 'geetahade'} 
{'name': 'automountd', 'pid': 511, 'username': 'root'} 
{'name': 'sharedfilelistd', 'pid': 512, 'username': 'geetahade'} 
{'name': 'AMPDeviceDiscoveryAgent', 'pid': 513, 'username': 'geetahade'} 
{'name': 'idleassetsd', 'pid': 514, 'username': 'root'} 
{'name': 'fontd', 'pid': 516, 'username': 'geetahade'} 
{'name': 'iconservicesagent', 'pid': 517, 'username': 'geetahade'} 
{'name': 'replayd', 'pid': 519, 'username': 'geetahade'} 
{'name': 'sociallayerd', 'pid': 520, 'username': 'geetahade'} 
{'name': 'suggestd', 'pid': 521, 'username': 'geetahade'} 
